Identifiant station;Nom station;Station en fonctionnement;Capacité de la station;Nombre bornettes libres;Nombre total vélos disponibles;Vélos mécaniques disponibles;Vélos électriques disponibles;Borne de paiement disponible;Retour vélib possible;Actualisation de la donnée;Nom communes équipées
17024;Villiers - Batignolles;OUI;23;17;6;3;3;OUI;OUI;2023-11-05T20:40:31+01:00;Paris
18007;Goutte d'or - Barbès;OUI;20;9;10;6;4;OUI;OUI;2023-11-05T20:40:12+01:00;Paris
15127;Place Charles Michels;OUI;37;15;22;20;2;OUI;OUI;2023-11-05T20:42:14+01:00;Paris
11017;Charonne - Bureau;OUI;47;33;12;6;6;OUI;OUI;2023-11-05T20:43:49+01:00;Paris
15036;Croix Nivert - Square Saint-Lambert;OUI;47;11;36;32;4;OUI;OUI;2023-11-05T20:42:43+01:00;Paris
19128;Quai de l'Oise - Aisne;OUI;30;23;7;2;5;OUI;OUI;2023-11-05T20:43:47+01:00;Paris
20105;Benoît Frachon - République;OUI;30;16;13;9;4;OUI;OUI;2023-11-05T20:42:23+01:00;Paris
15005;Place Jacques et Thérèse Tréfouël;OUI;43;39;3;2;1;OUI;OUI;2023-11-05T20:40:35+01:00;Paris
33103;Jean Jaurès - Jules Jacquemin;OUI;24;19;4;1;3;OUI;OUI;2023-11-05T20:38:40+01:00;Le Pré-Saint-Gervais
18006;Square Louise Michel;OUI;36;28;8;1;7;OUI;OUI;2023-11-05T20:34:06+01:00;Paris
14011;Place des Droits de l'Enfant;OUI;24;3;21;8;13;OUI;OUI;2023-11-05T20:37:16+01:00;Paris
21401;Mairie de Clamart;OUI;33;27;5;3;2;OUI;OUI;2023-11-05T20:42:37+01:00;Clamart
41401;Marne - Charles de Gaulle;OUI;27;5;22;18;4;OUI;OUI;2023-11-05T20:43:56+01:00;Alfortville
9027;Douai - Pierre Fontaine;OUI;25;11;12;3;9;OUI;OUI;2023-11-05T20:39:58+01:00;Paris
6002;Saint-Benoît - Jacob;OUI;23;13;9;8;1;OUI;OUI;2023-11-05T20:43:27+01:00;Paris
17108;Bessières - Porte de Clichy;OUI;33;27;5;5;0;OUI;OUI;2023-11-05T20:39:29+01:00;Paris
14031;Didot - Place de Moro-Giafferi;OUI;22;13;9;5;4;OUI;OUI;2023-11-05T20:34:58+01:00;Paris
15022;Emile Zola - Fondary;OUI;42;2;40;35;5;OUI;OUI;2023-11-05T20:43:49+01:00;Paris
20044;Davout - Volga;OUI;28;26;2;0;2;OUI;OUI;2023-11-05T20:36:33+01:00;Paris
1021;Halles - Bourdonnais;OUI;20;8;10;9;1;OUI;OUI;2023-11-05T20:43:48+01:00;Paris
10019;Paradis - Hauteville;OUI;31;21;9;4;5;OUI;OUI;2023-11-05T20:42:43+01:00;Paris
7017;La Motte-Picquet - La Tour Maubourg;OUI;40;25;15;12;3;OUI;OUI;2023-11-05T20:41:16+01:00;Paris
41203;Stalingrad - Rigollots;OUI;51;38;13;6;7;OUI;OUI;2023-11-05T20:43:33+01:00;Fontenay-sous-Bois
15311;Quai du Président Roosevelt - Pont Aval;OUI;30;28;1;1;0;OUI;OUI;2023-11-05T20:35:52+01:00;Paris
10033;Gare du Nord - Saint-Vincent de Paul;OUI;24;23;0;0;0;OUI;OUI;2023-11-05T20:37:52+01:00;Paris
35006;Delizy - Louis Nadot;OUI;22;16;5;2;3;OUI;OUI;2023-11-05T20:42:49+01:00;Pantin
18039;Jardins d'Eole;OUI;20;16;3;2;1;OUI;OUI;2023-11-05T20:38:18+01:00;Paris
41205;Maréchal Joffre - Verdun;OUI;20;11;8;3;5;OUI;OUI;2023-11-05T20:39:04+01:00;Fontenay-sous-Bois
5007;Ecoles - Carmes;OUI;36;29;6;6;0;OUI;OUI;2023-11-05T20:34:52+01:00;Paris
12018;Saint-Mandé - Fabre d'Eglantine;OUI;34;33;1;1;0;OUI;OUI;2023-11-05T20:42:29+01:00;Paris
20022;Porte de Bagnolet;OUI;33;29;3;1;2;OUI;OUI;2023-11-05T20:42:03+01:00;Paris
17111;Lemercier - Cardinet;OUI;24;12;10;5;5;OUI;OUI;2023-11-05T20:41:59+01:00;Paris
14026;Plantes - Moulin Vert;OUI;45;39;5;1;4;OUI;OUI;2023-11-05T20:43:05+01:00;Paris
15011;Cambronne - Villa Croix Nivert;OUI;62;34;28;24;4;OUI;OUI;2023-11-05T20:43:54+01:00;Paris
16105;Crevaux - Bugeaud;OUI;31;25;6;2;4;OUI;OUI;2023-11-05T20:41:02+01:00;Paris
9004;Gérando - Rochechouart;OUI;21;14;7;2;5;OUI;OUI;2023-11-05T20:37:18+01:00;Paris
10008;Cité Riverin - Château d'Eau;OUI;18;8;9;9;0;OUI;OUI;2023-11-05T20:40:56+01:00;Paris
15071;Suffren - Champ de Mars;OUI;23;15;8;4;4;OUI;OUI;2023-11-05T20:43:46+01:00;Paris
16012;Flandrin - Longchamp;OUI;42;34;4;4;0;OUI;OUI;2023-11-05T20:38:30+01:00;Paris
51002;Placette Grégoire Collas;OUI;25;14;11;7;4;OUI;OUI;2023-11-05T20:37:55+01:00;Argenteuil
16036;Porte Molitor;OUI;60;45;14;7;7;OUI;OUI;2023-11-05T20:43:36+01:00;Paris
4021;Centre Georges Pompidou;OUI;26;16;6;2;4;OUI;OUI;2023-11-05T20:43:31+01:00;Paris
42505;Charles Frérot - Albert Guilpin;OUI;30;3;26;23;3;OUI;OUI;2023-11-05T20:41:35+01:00;Gentilly
32601;Porte des Lilas - Faidherbe;OUI;39;25;14;4;10;OUI;OUI;2023-11-05T20:43:52+01:00;Les Lilas
12015;Place de la Nation - Picpus;OUI;36;34;1;1;0;OUI;OUI;2023-11-05T20:42:52+01:00;Paris
33016;Fort d'Aubervilliers;OUI;22;10;10;9;1;OUI;OUI;2023-11-05T20:41:06+01:00;Aubervilliers
48004;Maxime Gorki - Louis Aragon;OUI;20;16;4;1;3;OUI;OUI;2023-11-05T20:35:43+01:00;Villejuif
12026;Place Ginette Hamelin;OUI;51;47;3;0;3;OUI;OUI;2023-11-05T20:43:20+01:00;Paris
16042;Murat - Porte de Saint-Cloud;OUI;38;31;6;3;3;OUI;OUI;2023-11-05T20:43:04+01:00;Paris
17123;Mstislav Rostropovitch - Berthier;OUI;18;7;10;9;1;OUI;OUI;2023-11-05T20:43:17+01:00;Paris
15001;Gare Montparnasse - Arrivée;OUI;43;37;6;4;2;OUI;OUI;2023-11-05T20:43:47+01:00;Paris
9006;Dunkerque - Trudaine;OUI;16;2;14;1;13;OUI;OUI;2023-11-05T20:42:28+01:00;Paris
15008;Sèvres - Lecourbe;OUI;62;55;6;6;0;OUI;OUI;2023-11-05T20:40:40+01:00;Paris
12155;Rottembourg - Général Michel Bizot;OUI;43;15;26;21;5;OUI;OUI;2023-11-05T20:43:47+01:00;Paris
19110;Square Claude Bernard;OUI;30;9;21;20;1;OUI;OUI;2023-11-05T20:40:26+01:00;Paris
8116;Champs-Elysees - Bassano;OUI;25;25;0;0;0;NON;NON;2021-02-21T20:09:18+01:00;Paris
11112;Jules Vallès - Charonne;OUI;23;7;16;11;5;OUI;OUI;2023-11-05T20:43:36+01:00;Paris
13025;Place de Rungis;OUI;32;14;18;16;2;OUI;OUI;2023-11-05T20:41:37+01:00;Paris
22201;Henri Ravera - Gabriel Péri;OUI;30;25;5;2;3;OUI;OUI;2023-11-05T20:38:02+01:00;Bagneux
12035;Madagascar - Meuniers;OUI;33;1;30;15;15;OUI;OUI;2023-11-05T20:42:00+01:00;Paris
3008;Perle - Vieille du Temple;OUI;36;11;21;18;3;OUI;OUI;2023-11-05T20:42:25+01:00;Paris
5001;Harpe - Saint-Germain;OUI;45;27;16;15;1;OUI;OUI;2023-11-05T20:42:34+01:00;Paris
1020;Cambon - Rivoli;OUI;40;28;10;9;1;OUI;OUI;2023-11-05T20:43:48+01:00;Paris
5115;Buffon - Jardin des Plantes;OUI;30;26;3;0;3;OUI;OUI;2023-11-05T20:40:00+01:00;Paris
44014;Camille Risch - Paul Armangot;OUI;25;22;3;0;3;OUI;OUI;2023-11-05T20:39:58+01:00;Vitry-sur-Seine
41211;Louis Xavier de Ricard - Ancienne Mairie;OUI;34;21;13;0;13;OUI;OUI;2023-11-05T20:43:42+01:00;Fontenay-sous-Bois
12037;Reuilly - Daumesnil;OUI;36;31;5;3;2;OUI;OUI;2023-11-05T20:39:26+01:00;Paris
44011;Lebrun - Colonel Fabien;OUI;27;9;18;16;2;OUI;OUI;2023-11-05T20:40:54+01:00;Vitry-sur-Seine
47003;Charentonneau - Maisons Alfort;OUI;20;8;12;9;3;OUI;OUI;2023-11-05T20:42:19+01:00;Maisons-Alfort
21707;Square Etienne Jarousse;OUI;25;20;4;0;4;OUI;OUI;2023-11-05T20:39:27+01:00;Vanves
18004;Place des Abbesses;OUI;12;6;6;2;4;OUI;OUI;2023-11-05T20:42:46+01:00;Paris
4019;Cloître Saint-Merri - Renard;OUI;32;17;11;8;3;OUI;OUI;2023-11-05T20:41:56+01:00;Paris
20034;Sorbier - Ménilmontant;OUI;24;17;7;2;5;OUI;OUI;2023-11-05T20:37:18+01:00;Paris
13010;Place d'Italie - Vincent Auriol;OUI;40;24;16;3;13;OUI;OUI;2023-11-05T20:42:12+01:00;Paris
16013;Mairie du 16ème;OUI;35;35;0;0;0;OUI;OUI;2023-11-05T20:38:37+01:00;Paris
15006;Cherche-Midi - Hôpital Necker;OUI;38;25;11;9;2;OUI;OUI;2023-11-05T20:43:32+01:00;Paris
20001;Place de la Nation - Charonne;OUI;36;30;5;2;3;OUI;OUI;2023-11-05T20:40:14+01:00;Paris
21402;Place Aimé Césaire;OUI;27;25;2;0;2;OUI;OUI;2023-11-05T20:41:33+01:00;Clamart
20008;Pyrénées - Avron;OUI;32;28;4;1;3;OUI;OUI;2023-11-05T20:41:48+01:00;Paris
41403;Gare RER - Malleret-Joinville;OUI;20;11;9;7;2;OUI;OUI;2023-11-05T20:42:55+01:00;Alfortville
18034;Leibniz - Jean Dollfus;OUI;32;27;2;1;1;OUI;OUI;2023-11-05T20:43:33+01:00;Paris
13018;Bruant - Vincent Auriol;OUI;25;13;10;9;1;OUI;OUI;2023-11-05T20:43:14+01:00;Paris
12019;Gare de Reuilly - Picpus;OUI;28;27;1;0;1;OUI;OUI;2023-11-05T20:43:56+01:00;Paris
21303;Jean Monnet - Iles;OUI;32;25;6;5;1;OUI;OUI;2023-11-05T20:42:44+01:00;Issy-les-Moulineaux
16102;Pergolèse - Marbeau;OUI;27;14;5;3;2;OUI;OUI;2023-11-05T20:43:22+01:00;Paris
13035;Choisy - Tolbiac;OUI;26;9;7;3;4;OUI;OUI;2023-11-05T20:41:57+01:00;Paris
21309;Mairie d'Issy;OUI;41;11;25;23;2;OUI;OUI;2023-11-05T20:43:38+01:00;Issy-les-Moulineaux
14032;Mairie du 14ème;OUI;32;23;7;1;6;OUI;OUI;2023-11-05T20:40:41+01:00;Paris
8110;Gare Saint-Lazare - Stockholm;OUI;32;28;4;1;3;OUI;OUI;2023-11-05T20:43:55+01:00;Paris
16019;Porte de la Muette;OUI;36;26;10;5;5;OUI;OUI;2023-11-05T20:34:19+01:00;Paris
18140;Porte de Clignancourt - Ney;OUI;40;22;17;12;5;OUI;OUI;2023-11-05T20:43:20+01:00;Paris
33012;Landy - Heurtault;OUI;30;10;18;17;1;OUI;OUI;2023-11-05T20:42:42+01:00;Aubervilliers
13005;Cordelières - Arago;OUI;46;30;16;12;4;OUI;OUI;2023-11-05T20:41:00+01:00;Paris
11033;Bréguet - Sabin;OUI;33;6;24;22;2;OUI;OUI;2023-11-05T20:42:15+01:00;Paris
10009;Mairie du 10ème;OUI;19;12;6;5;1;OUI;OUI;2023-11-05T20:41:13+01:00;Paris
16005;Raymond Poincaré - Place Victor Hugo;OUI;25;22;0;0;0;OUI;OUI;2023-11-05T20:34:31+01:00;Paris
22301;Chausson - Gabriel Péri;OUI;22;0;21;19;2;OUI;OUI;2023-11-05T20:43:44+01:00;Gennevilliers
17009;Paul Bodin - Clichy;OUI;34;24;8;2;6;OUI;OUI;2023-11-05T20:42:09+01:00;Paris
15132;Bargue -  Dutot;OUI;21;19;2;0;2;OUI;OUI;2023-11-05T20:43:56+01:00;Paris
4006;Bourdon - Pont Morland;OUI;52;9;43;40;3;OUI;OUI;2023-11-05T20:43:10+01:00;Paris
20006;Pyrénées - Plaine;OUI;12;8;4;2;2;OUI;OUI;2023-11-05T20:42:22+01:00;Paris
12036;Reuilly - Place Felix Eboue;OUI;42;30;11;1;10;OUI;OUI;2023-11-05T20:40:01+01:00;Paris
32013;Saint-Denis - Université;OUI;24;17;7;3;4;OUI;OUI;2023-11-05T20:37:12+01:00;Saint-Denis
8117;Place de la Madeleine - Royale;OUI;26;19;4;2;2;OUI;OUI;2023-11-05T20:42:48+01:00;Paris
10011;Bourse du Travail;OUI;17;12;5;1;4;OUI;OUI;2023-11-05T20:35:12+01:00;Paris
10032;Claude Vellefaux - Hôpital Saint-Louis;OUI;32;27;5;4;1;OUI;OUI;2023-11-05T20:39:46+01:00;Paris
16103;Traktir - Foch;OUI;22;16;4;1;3;OUI;OUI;2023-11-05T20:32:00+01:00;Paris
26004;Gare RER les Grésillons;OUI;22;2;19;8;11;OUI;OUI;2023-11-05T20:40:38+01:00;Asnières-sur-Seine
21953;Gare de Bellevue;OUI;20;14;6;0;6;OUI;OUI;2023-11-05T20:41:49+01:00;Meudon
18139;Poissonniers - Championnet;OUI;28;13;9;3;6;OUI;OUI;2023-11-05T20:39:22+01:00;Paris
7021;Bosquet - Saint-Dominique;OUI;28;3;23;19;4;OUI;OUI;2023-11-05T20:41:11+01:00;Paris
1006;Grande Truanderie - Saint-Denis;OUI;33;17;16;14;2;OUI;OUI;2023-11-05T20:42:36+01:00;Paris
14137;Maurice d'Ocagne - General Maudhuy;OUI;30;30;0;0;0;OUI;OUI;2023-11-05T20:37:48+01:00;Paris
18202;Diane Arbus;OUI;38;24;13;11;2;OUI;OUI;2023-11-05T20:43:56+01:00;Paris
31709;Place de la Fraternité;OUI;22;12;10;4;6;OUI;OUI;2023-11-05T20:35:10+01:00;Montreuil
6010;Chevreuse - Montparnasse;OUI;15;10;5;2;3;OUI;OUI;2023-11-05T20:38:03+01:00;Paris
3011;Turbigo - Réaumur;OUI;31;13;13;7;6;OUI;OUI;2023-11-05T20:41:26+01:00;Paris
5015;Epée de Bois - Mouffetard;OUI;63;52;9;3;6;OUI;OUI;2023-11-05T20:43:36+01:00;Paris
10006;Petites Ecuries - Faubourg Saint-Denis;OUI;28;4;23;22;1;OUI;OUI;2023-11-05T20:43:37+01:00;Paris
45002;Roger Salengro - Général de Gaulle;OUI;27;0;26;19;7;OUI;OUI;2023-11-05T20:43:35+01:00;Champigny-sur-Marne
20029;Frères Flavien - Porte des Lilas;OUI;23;22;1;0;1;OUI;OUI;2023-11-05T20:40:55+01:00;Paris
15128;Cadix - Hameau;OUI;37;19;18;15;3;OUI;OUI;2023-11-05T20:43:36+01:00;Paris
22503;Joffre - Aigle;OUI;20;16;3;3;0;OUI;OUI;2023-11-05T20:41:33+01:00;La Garenne-Colombes
1007;Turbigo - Française;OUI;16;7;9;5;4;OUI;OUI;2023-11-05T20:42:09+01:00;Paris
13017;Nationale - Vincent Auriol;OUI;33;29;4;0;4;OUI;OUI;2023-11-05T20:41:34+01:00;Paris
16037;Molitor - Michel-Ange;OUI;52;40;12;6;6;OUI;OUI;2023-11-05T20:39:52+01:00;Paris
15111;Olivier de Serres - Leriche;OUI;25;17;7;3;4;OUI;OUI;2023-11-05T20:39:26+01:00;Paris
7012;Cité Vaneau;OUI;26;21;5;3;2;OUI;OUI;2023-11-05T20:42:13+01:00;Paris
3005;Sainte-Elisabeth - Turbigo;OUI;33;11;20;15;5;OUI;OUI;2023-11-05T20:43:24+01:00;Paris
14103;Maine - Liancourt;OUI;27;24;3;0;3;OUI;OUI;2023-11-05T20:39:58+01:00;Paris
24006;Adolphe Lalyre - Armand Silvestre;OUI;40;29;11;2;9;OUI;OUI;2023-11-05T20:39:04+01:00;Courbevoie
6104;Herschel - Observatoire;OUI;37;32;4;0;4;OUI;OUI;2023-11-05T20:40:10+01:00;Paris
14132;Bézout - Général Leclerc;OUI;30;21;7;5;2;OUI;OUI;2023-11-05T20:41:13+01:00;Paris
20104;Louis Lumière.;OUI;22;15;7;5;2;OUI;OUI;2023-11-05T20:36:01+01:00;Paris
26005;Hôtel de Ville d'Asnières sur Seine;OUI;30;11;18;15;3;OUI;OUI;2023-11-05T20:42:38+01:00;Asnières-sur-Seine
14135;Jourdan - Cité Universitaire;OUI;39;35;4;0;4;OUI;OUI;2023-11-05T20:43:44+01:00;Paris
3012;Square Emile - Chautemps;OUI;25;17;6;4;2;OUI;OUI;2023-11-05T20:38:04+01:00;Paris
20024;Gambetta - Père Lachaise;OUI;29;26;3;1;2;OUI;OUI;2023-11-05T20:41:52+01:00;Paris
13125;Gare d'Austerlitz - Pont Charles de Gaulle;OUI;55;50;2;2;0;OUI;OUI;2023-11-05T20:43:51+01:00;Paris
3010;Beaubourg - Michel-le-Comte;OUI;17;5;11;11;0;OUI;OUI;2023-11-05T20:43:39+01:00;Paris
14022;Didot - Mariniers;OUI;35;22;13;1;12;OUI;OUI;2023-11-05T20:41:27+01:00;Paris
12156;Niger - Soult;OUI;24;19;5;3;2;OUI;OUI;2023-11-05T20:40:10+01:00;Paris
2002;Etienne Marcel - Montorgueil;OUI;28;14;14;10;4;OUI;OUI;2023-11-05T20:41:30+01:00;Paris
10034;Louis Blanc - La Chapelle;OUI;21;15;6;0;6;OUI;OUI;2023-11-05T20:43:52+01:00;Paris
31001;Lagny - Auguste Blanqui;OUI;27;23;4;1;3;OUI;OUI;2023-11-05T20:42:41+01:00;Montreuil
4108;Quai de Béthune - Pont de la Tournelle;OUI;25;11;14;12;2;OUI;OUI;2023-11-05T20:40:59+01:00;Paris
21507;Gardenat-Lapostol - Velettes;OUI;20;18;2;1;1;OUI;OUI;2023-11-05T20:39:22+01:00;Suresnes
19002;Centquatre;OUI;42;31;11;3;8;OUI;OUI;2023-11-05T20:39:14+01:00;Paris
22306;Place du 17 Octobre;OUI;20;2;18;13;5;OUI;OUI;2023-11-05T20:43:35+01:00;Gennevilliers
9009;Square Montholon;OUI;21;3;15;11;4;OUI;OUI;2023-11-05T20:40:50+01:00;Paris
3003;Fille du Calvaire - Turenne;OUI;29;14;13;7;6;OUI;OUI;2023-11-05T20:41:57+01:00;Paris
9037;Parme - Clichy;OUI;24;24;0;0;0;NON;NON;2023-10-02T00:05:20+02:00;Paris
9111;Victoire - Laffitte;OUI;20;14;4;3;1;OUI;OUI;2023-11-05T20:37:48+01:00;Paris
17019;Phalsbourg - Villiers;OUI;20;16;4;0;4;OUI;OUI;2023-11-05T20:38:56+01:00;Paris
18136;Poulet - Barbès;OUI;0;0;0;0;0;NON;NON;2019-03-20T15:46:36+01:00;Paris
19201;Petit - Georges Thill;OUI;23;16;4;2;2;OUI;OUI;2023-11-05T20:43:25+01:00;Paris
14133;Froidevaux - Boulard;OUI;35;29;6;6;0;OUI;OUI;2023-11-05T20:34:12+01:00;Paris
19010;Emile Reynaud - Porte de la Villette;OUI;22;9;13;8;5;OUI;OUI;2023-11-05T20:42:36+01:00;Paris
4012;Tiron - Rivoli;OUI;28;17;10;10;0;OUI;OUI;2023-11-05T20:43:25+01:00;Paris
41405;Place de l'Europe - Alfortville;OUI;24;0;24;9;15;OUI;OUI;2023-11-05T20:43:19+01:00;Alfortville
21706;Jean Bleuzen - Square du 11 Novembre;OUI;49;46;1;0;1;OUI;OUI;2023-11-05T20:43:56+01:00;Vanves
21026;Sèvres - Général Leclerc;OUI;30;2;27;26;1;OUI;OUI;2023-11-05T20:42:22+01:00;Boulogne-Billancourt
4017;Place de l'Hôtel de Ville;OUI;14;6;6;5;1;OUI;OUI;2023-11-05T20:43:19+01:00;Paris
3001;Beaumarchais - Saint-Gilles;OUI;51;25;26;18;8;OUI;OUI;2023-11-05T20:40:36+01:00;Paris
10041;Gare du Nord - La Chapelle;OUI;18;13;4;2;2;OUI;OUI;2023-11-05T20:41:01+01:00;Paris
2015;Louis le Grand - Italiens;OUI;33;27;4;3;1;OUI;OUI;2023-11-05T20:42:25+01:00;Paris
1014;Rivoli - Musée du Louvre;OUI;24;8;15;14;1;OUI;OUI;2023-11-05T20:39:06+01:00;Paris
14019;Sarrette - Général Leclerc;OUI;22;20;1;0;1;OUI;OUI;2023-11-05T20:43:16+01:00;Paris
4009;Village Saint-Paul;OUI;28;10;15;12;3;OUI;OUI;2023-11-05T20:43:14+01:00;Paris
11037;Faubourg Du Temple - Republique;OUI;38;22;11;8;3;OUI;OUI;2023-11-05T20:43:42+01:00;Paris
4015;Mairie du 4ème;OUI;44;36;7;5;2;OUI;OUI;2023-11-05T20:42:46+01:00;Paris
8028;Arsène Houssaye - Champs-Elysées;OUI;29;27;1;1;0;OUI;OUI;2023-11-05T20:37:51+01:00;Paris
26006;Bas - Gabriel Péri;OUI;30;7;22;11;11;OUI;OUI;2023-11-05T20:39:43+01:00;Asnières-sur-Seine
10027;Dunkerque - Alsace;OUI;20;18;2;0;2;OUI;OUI;2023-11-05T20:43:24+01:00;Paris
42211;Séminaire de Conflans - Liberté;OUI;26;20;6;1;5;OUI;OUI;2023-11-05T20:39:35+01:00;Charenton-le-Pont
22401;Charles de Gaulle - Plateau de Vanves;OUI;33;30;1;1;0;OUI;OUI;2023-11-05T20:43:52+01:00;Malakoff
42026;Barbès - Monique Maunoury;OUI;40;33;6;2;4;OUI;OUI;2023-11-05T20:38:00+01:00;Ivry-sur-Seine
12002;Lacuée - Lyon;OUI;16;12;3;2;1;OUI;OUI;2023-11-05T20:38:35+01:00;Paris
2012;Choiseul - Quatre Septembre;OUI;44;39;4;2;2;OUI;OUI;2023-11-05T20:38:00+01:00;Paris
19129;Solitaires - Place des Fêtes;OUI;29;28;1;0;1;OUI;OUI;2023-11-05T20:38:04+01:00;Paris
12163;Hippodrome Paris-Vincennes;OUI;42;38;4;4;0;OUI;OUI;2023-11-05T20:35:33+01:00;Paris
21506;Maurice Payret-Dortail;OUI;22;16;6;0;6;OUI;OUI;2023-11-05T20:39:02+01:00;Suresnes
3002;Saint-Gilles - Turenne;OUI;18;10;7;3;4;OUI;OUI;2023-11-05T20:34:20+01:00;Paris
4103;Archives - Rivoli;OUI;25;20;4;4;0;OUI;OUI;2023-11-05T20:43:48+01:00;Paris
1012;Jean-Jacques Rousseau - Deux Ecus;OUI;22;14;8;5;3;OUI;OUI;2023-11-05T20:43:48+01:00;Paris
2003;Saint-Denis - Réaumur;OUI;32;23;7;3;4;OUI;OUI;2023-11-05T20:34:03+01:00;Paris
2004;Square Pierre Lazareff;OUI;17;9;6;3;3;OUI;OUI;2023-11-05T20:41:43+01:00;Paris
1102;Française - Etienne Marcel;OUI;37;5;32;32;0;OUI;OUI;2023-11-05T20:42:59+01:00;Paris
4018;Saint-Bon - Rivoli;OUI;19;3;16;15;1;OUI;OUI;2023-11-05T20:43:12+01:00;Paris
5122;Saint-Michel - Luxembourg;OUI;29;26;3;1;2;OUI;OUI;2023-11-05T20:39:39+01:00;Paris
13038;Choisy - Malmaisons;OUI;25;20;5;2;3;OUI;OUI;2023-11-05T20:42:51+01:00;Paris
21110;Parc Roger Salengro;OUI;35;7;28;26;2;OUI;OUI;2023-11-05T20:43:43+01:00;Clichy
14134;Château - Place de Catalogne;OUI;33;28;1;0;1;OUI;OUI;2023-11-05T20:40:31+01:00;Paris
12020;Cours de Vincennes - Soult;OUI;45;38;7;2;5;OUI;OUI;2023-11-05T20:41:58+01:00;Paris
2008;Mairie du 2ème;OUI;28;23;5;4;1;OUI;OUI;2023-11-05T20:41:39+01:00;Paris
2021;Cléry - Montmartre;OUI;44;38;6;6;0;OUI;OUI;2023-11-05T20:43:36+01:00;Paris
1026;Place du Lieutenant Henri Karcher;OUI;30;18;12;10;2;OUI;OUI;2023-11-05T20:42:10+01:00;Paris
3009;Temple - Haudriettes;OUI;19;9;10;9;1;OUI;OUI;2023-11-05T20:42:05+01:00;Paris
23101;Grande Rue - Europe;OUI;25;15;10;6;4;OUI;OUI;2023-11-05T20:43:39+01:00;Sèvres
4014;Blancs-Manteaux - Archives;OUI;29;19;10;7;3;OUI;OUI;2023-11-05T20:43:50+01:00;Paris
6201;Saint Pères - Saint Germain;OUI;22;11;8;6;2;OUI;OUI;2023-11-05T20:41:16+01:00;Paris
2005;Montmartre - Etienne Marcel;OUI;16;5;10;7;3;OUI;OUI;2023-11-05T20:42:46+01:00;Paris
17106;Berthier - Porte de Clichy;OUI;24;17;6;4;2;OUI;OUI;2023-11-05T20:43:57+01:00;Paris
23702;Hôtel de Ville de Chaville;OUI;20;9;10;4;6;OUI;OUI;2023-11-05T20:41:08+01:00;Chaville
1116;Ventadour - Opéra;OUI;27;8;19;17;2;OUI;OUI;2023-11-05T20:43:10+01:00;Paris
19012;Lally-Tollendal - Armand Carrel;OUI;28;20;8;3;5;OUI;OUI;2023-11-05T20:34:30+01:00;Paris
12164;Stade Pershing;OUI;26;20;6;3;3;OUI;OUI;2023-11-05T20:42:17+01:00;Paris
14023;Adolphe Pinard - Victor Hugo;OUI;52;50;1;0;1;OUI;OUI;2023-11-05T20:43:44+01:00;Malakoff
27001;Square Victor Basch;OUI;20;20;0;0;0;NON;NON;2023-06-30T19:33:37+02:00;Colombes
22502;Kléber - National;OUI;20;11;7;1;6;OUI;OUI;2023-11-05T20:43:29+01:00;La Garenne-Colombes
12203;Rue des Jardiniers - Charenton;NON;0;0;0;0;0;NON;NON;2023-07-14T20:07:59+02:00;Paris
3006;Mairie du 3ème;OUI;32;12;16;13;3;OUI;OUI;2023-11-05T20:43:31+01:00;Paris
1017;Saint-Honoré - 29 juillet;OUI;20;4;16;13;3;OUI;OUI;2023-11-05T20:43:45+01:00;Paris
15062;Convention - Lourmel;OUI;36;6;30;29;1;OUI;OUI;2023-11-05T20:41:00+01:00;Paris
15040;Saint-Amand - Labrouste;OUI;36;17;18;7;11;OUI;OUI;2023-11-05T20:43:52+01:00;Paris
4007;Place de la Bastille - Bourdon;OUI;35;3;32;30;2;OUI;OUI;2023-11-05T20:39:49+01:00;Paris
6026;Saint-Placide - Cherche Midi;OUI;66;62;3;3;0;OUI;OUI;2023-11-05T20:43:08+01:00;Paris
22504;Château - République;OUI;20;15;4;0;4;OUI;OUI;2023-11-05T20:37:54+01:00;La Garenne-Colombes
22601;Marx Dormoy - Château Sainte-Barbe;OUI;22;15;7;0;7;OUI;OUI;2023-11-05T20:37:53+01:00;Fontenay-aux-Roses
19111;Cesaria Evora - Rosa Parks;OUI;40;28;10;4;6;OUI;OUI;2023-11-05T20:40:31+01:00;Paris
42018;Amédée Huon - Fort d'Ivry;OUI;31;12;18;7;11;OUI;OUI;2023-11-05T20:42:51+01:00;Ivry-sur-Seine
48005;Eugène Varlin - Place de la Paix;OUI;23;22;1;0;1;OUI;OUI;2023-11-05T20:40:55+01:00;Villejuif
1023;Saint-Honoré - Musée du Louvre;OUI;22;4;16;9;7;OUI;OUI;2023-11-05T20:39:16+01:00;Paris
21215;Verdier - Jean Jaurès;OUI;33;29;4;1;3;OUI;OUI;2023-11-05T20:38:44+01:00;Montrouge
5003;Le Goff - Gay-Lussac;OUI;35;30;4;2;2;OUI;OUI;2023-11-05T20:37:30+01:00;Paris
41208;Alouettes - Maréchal de Lattre de Tassigny;OUI;22;3;19;9;10;OUI;OUI;2023-11-05T20:43:56+01:00;Fontenay-sous-Bois
3007;Archives - Pastourelle;OUI;28;3;23;21;2;OUI;OUI;2023-11-05T20:42:17+01:00;Paris
42704;Mairie du Kremlin-Bicêtre;OUI;25;21;3;1;2;OUI;OUI;2023-11-05T20:43:10+01:00;Le Kremlin-Bicêtre
